Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
4JT6mUWDMhKzUHgg5zt1mP,"0jQlt8C2OuW3ZwHTSvTDI5","Rum Hee","Port Entropy","Shugo Tokumaru",2010,226146,0,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:38:46Z,"j-indie,japanese indie folk,japanese singer-songwriter",0.646,0.747,4,-7.071,1,0.0317,0.0842,0.000109,0.161,0.407,110.126,3
3AyuigFWbuirWHvidbMz8O,"4MXUO7sVCaFgFjoTI5ox5c","Should Have Known Better","Carrie & Lowell","Sufjan Stevens",2015-03-31,307697,64,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:50:23Z,"art pop,baroque pop,chamber pop,indie pop,indie rock,singer-songwriter",0.493,0.171,7,-20.696,1,0.0317,0.98,0.263,0.126,0.296,90.928,4
6GpM6TXFoEzm3MRcPzj6EN,"7MEBuOs4NysWceqYZ9J8gy","Golden Years","Aabenbaringen Over Aaskammen (Deluxe Edition)","Casiokids",2011-10-11,239433,0,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:50:49Z,"bergen indie",0.746,0.651,0,-7.629,1,0.034,0.0487,0.00389,0.122,0.754,129.993,4
49d7pUTNcxyBCSWyPRBUIg,"1ElioVXkBXbxZHPg1J4amN","Lovesick Teenagers","Beast Rest Forth Mouth","Bear In Heaven",2009-10-13,195560,34,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:50:57Z,"brooklyn indie,chillwave,indietronica",0.551,0.879,2,-5.026,1,0.0333,0.524,0.405,0.113,0.447,90.009,4
7FtqC39RKToWH7x4lUDCJW,"2ApaG60P4r0yhBoDCGD8YG","Angel In The Snow","New Moon","Elliott Smith",2007-05-08,157360,13,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:51:02Z,"alternative rock,indie rock,melancholia,singer-songwriter",0.313,0.226,7,-14.301,0,0.0551,0.736,0.000416,0.0918,0.183,72.018,4
1WETgXqmJ2NaziQhtav0pK,"7gjAu1qr5C2grXeQFFOGeh","Moth's Wings","Manners","Passion Pit",2009,256320,48,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:51:11Z,"indie rock,indietronica,modern rock,neo-synthpop,shimmer pop",0.514,0.727,11,-6.219,1,0.0283,0.00138,0.0916,0.0756,0.136,120.995,4
0Cqm4rlGZw9mUyzVAYHiVf,"4gwpcMTbLWtBUlOijbVpuu","Chartreuse","In A Tidal Wave Of Mystery (Deluxe Edition)","Capital Cities",2013,218807,47,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:51:16Z,"metropopolis,modern rock",0.682,0.699,9,-5.816,0,0.0357,0.0808,0.0227,0.0846,0.831,104.999,4
44jbHzLjrbfNFLN2eojwdx,"3D6znw7JDv48qnIOleeDjr","Wolfgang Bang","Out of Sight Out of Mind","Mynx",2009-04-14,185280,0,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:51:21Z,"",0.54,0.872,5,-4.644,0,0.303,0.000209,0,0.327,0.848,139.99,4
6NDuYg5KklJi8XKkJxb7d8,"2fMe9lZs5HGGOwh8cMSIub,6kdQRFpLfc6sID8pUfQLGo","Just a Cloud","Sensorimotor","Lusine,Vilja Larjosto",2017-03-03,332307,43,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:51:37Z,"ambient idm,electronica,intelligent dance music,microhouse,wonky",0.6,0.547,7,-11.141,1,0.272,0.181,0.157,0.101,0.583,75.084,4
35xMyJj6V5KowzZML9rpDB,"7c5qu1gNlg8jWDzzmlp89O,5SzS5oO4JHTpjuyvMSbOfJ","The Upper Hand","Disco UFOs","Kraak & Smaak,Capitol A",2017-10-13,241413,0,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:51:49Z,"bboy,indie soul,nu disco,broken beat",0.756,0.77,7,-9.908,0,0.0523,0.0546,0.015,0.369,0.965,102.973,4
2FLXHvCJF8SrkGUZLmDTdQ,"25bvQC4jyyFUce6jbzNlwb","An Open Heart","Life Is Easy","Bright Light Bright Light",2014-07-08,222172,6,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:51:56Z,"electropop,metropopolis,welsh rock",0.639,0.695,0,-6.211,1,0.0281,0.0348,0,0.464,0.43,120.019,4
0pAisVoZ7Gybjvm0q7AoVu,"4EENT7N7rCBwrddM3s0vFS","Hearts On Fire","In Ghost Colours","Cut Copy",2008-01-01,292546,51,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:52:03Z,"alternative dance,australian dance,australian electropop,electronic rock,electronica,indietronica,neo-synthpop",0.581,0.959,10,-3.955,0,0.0498,0.0421,0.93,0.242,0.731,124.969,4
7fYbU24G5ht442kzyy4FHY,"0UOrN3LNaKApiOSdvJiETl","1999","Work","Shout Out Louds",2010-02-23,281346,12,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:52:08Z,"swedish alternative rock,swedish indie rock",0.635,0.76,6,-5.528,1,0.0601,0.00127,0.00128,0.0801,0.577,150.282,4
3U83MLJ562dk6Yhvwpe6lL,"2vJObElaIZWYDLpiXiJMo9","Drop","Point","Cornelius",2002-01-22,308386,43,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:52:13Z,"indietronica,japanese alternative pop,shibuya-kei",0.812,0.818,2,-6.814,1,0.0512,0.0298,0.707,0.603,0.965,119.972,4
46HskDGyGCnmUXyJ0LE7h7,"3hyGGjxu73JuzBa757H6R5","How to Embrace a Swamp Creature","Heretic Pride","The Mountain Goats",2008-02-19,209426,26,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:52:19Z,"anti-folk,chamber pop,folk punk,indie rock,lo-fi,melancholia,new weird america",0.56,0.412,2,-11.42,1,0.0817,0.0605,0.108,0.0639,0.777,110.491,5
3VcPns62t2aE2nJuu4Iaj8,"7K3zpFXBvPcvzhj7zlGJdO","Sad Eyes","(III)","Crystal Castles",2012-01-01,207026,39,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:52:28Z,"alternative dance,bitpop,digital hardcore,indietronica,neo-synthpop,new rave,nintendocore",0.44,0.801,1,-7.357,1,0.0342,0.0000525,0.386,0.0732,0.3,135.017,4
4vVCMnLiwgxjErnTqFlaNI,"6G5wDM1Vmsscql7qRtcLH0","Up All Night","The Infinite Music of French Horn Rebellion","French Horn Rebellion",2011-05-01,251644,7,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:52:34Z,"electrofox,funktronica,nu disco",0.903,0.759,0,-4.325,1,0.059,0.0463,0.00104,0.0307,0.858,139.008,4
6d78xAWxK3HC00eVgWbhwD,"60eT7q88iLWKnuSXed1AGr","Yr Go To","Moment Bends","Architecture In Helsinki",2011-04-08,259346,18,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:52:41Z,"alternative dance,australian indie,indietronica",0.748,0.8,11,-5.041,1,0.0311,0.0433,0.000271,0.188,0.834,125.987,4
6V0BxDNuxN0sMUhqBwlC7b,"1OmdWpAh1pucAuZPzJaxIJ","Bullets & Rocks","Edge of the Sun (Deluxe Edition)","Calexico",2015-04-14,210453,17,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:52:48Z,"alternative country,chamber pop,roots rock,tucson indie",0.387,0.66,0,-8.937,0,0.0416,0.22,0.00168,0.126,0.227,141.533,4
0vRcMqjB5hj50YIT7IrGLb,"6GuRUu8gUZawuN4s88a6ti","Where It Ends, Where It Begins","Sacco","Sacco",2014-04-22,252250,11,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:54:37Z,"",0.648,0.511,3,-9.79,1,0.0318,0.693,0.784,0.108,0.579,121.977,4
4vg1R4QYoWSFUUj2qX5L5K,"4LG4Bs1Gadht7TCrMytQUO","The Rifle's Spiral","Port Of Morrow","The Shins",2012-03-16,209720,47,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:54:43Z,"albuquerque indie,alternative rock,canadian indie,chamber pop,indie pop,indie rock,modern rock,portland indie,stomp and holler",0.518,0.775,6,-5.897,0,0.0303,0.0000993,0.00013,0.336,0.422,107.026,4
59SuOvHD08OSCl26QTJdWl,"0asVlqTLu3TimnYVyY5Jxi","hold yourself.","sketchy.","Tune-Yards",2021-03-26,290506,30,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:54:53Z,"art pop,experimental pop,indie rock,one-person band",0.444,0.802,5,-6.805,0,0.042,0.142,0.0000509,0.0943,0.681,159.988,4
3WATnMrNBw0FWD8pfLQQrU,"0g3BS5QoR5r6pOAg1tvwXv","The Magician","The Sun And Her Scorch","Dizzy",2020-07-31,218173,24,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:54:58Z,"modern alternative pop,ontario indie",0.575,0.726,2,-5.5,1,0.0355,0.0346,0.00135,0.11,0.266,99.99,4
2Y8nQ6JWGnSlUMHMSmpygS,"6iKiDPed4LAQEcPZpvf00m","A Good Life","In the Next Life","Maria Taylor",2016-12-09,188946,2,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:55:04Z,"alabama indie,deep acoustic pop",0.541,0.503,9,-9.59,0,0.0275,0.277,0.000118,0.18,0.777,143.999,4
1tPjnLfRhEyDWXiVUSrfNg,"6Qm9stX6XO1a4c7BXQDDgc","On the Avalon Stairs","The Pet Parade","Fruit Bats",2021-03-05,191317,26,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-06-08T01:55:09Z,"chamber pop,indie folk,indie rock,new americana,stomp and holler",0.553,0.521,10,-7.958,1,0.0267,0.142,0.00884,0.29,0.364,78.015,4
