Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
6txjv1bYloEaQ65SainV1Y,"21mKp7DqtSNHhCAU2ugvUw","All My Life","The Last Goodbye","ODESZA",2022-07-22,192266,61,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-07-22T19:00:23Z,"chillwave,edm,indietronica",0.303,0.68,9,-5.318,1,0.0731,0.547,0.929,0.872,0.0397,118.581,3
6Y2yc6VXRVYkvFSUpEkhTp,"267blgQS06sMTVFJ8NNGBX,6Tyzp9KzpiZ04DABQoedps","If You Return","Maximum Balloon","Maximum Balloon Feat. Ambrosia Parsley,Little Dragon",2010-01-01,264413,20,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-07-26T23:05:40Z,"art pop,downtempo,electronica,gothenburg indie,indie soul,indietronica,neo-synthpop,swedish electropop,swedish synthpop,trip hop",0.69,0.901,7,-4.304,1,0.0359,0.00491,0.0232,0.101,0.877,120.012,4
18IZ6KyB100072lPV6pNNM,"4UHzJP2iKVf0RhKIv7ZE2l","Sun Lips","Dandelion Gum","Black Moth Super Rainbow",2007-05-22,196093,38,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-08-04T17:20:13Z,"chillwave,experimental pop,noise pop",0.418,0.857,2,-4.181,0,0.0659,0.692,0.302,0.233,0.492,137.371,4
2e3KUBfcAwAyQtgbeUBKob,"3kGhAL9j1WyNjNkWTRQd8T,6XrrzKnazbofp8WajiHZyH","Walkabout (W/ Noah Lennox)","Logos","Atlas Sound,Noah Lennox",2009-10-19,238893,43,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-08-04T17:43:54Z,"atlanta indie,chamber pop,chillwave,indie rock,indietronica,modern dream pop,noise pop",0.536,0.922,2,-6.247,1,0.0667,0.0406,0.0000892,0.214,0.353,121.977,4
0eXOjjcNCHUAdycSNMUowH,"0NrVrf231eji48nhNUJTXe","Climb","Playground","Laura Misch",2017-05-03,93374,0,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-08-04T17:59:35Z,"indie soul",0.555,0.405,5,-15.548,0,0.0393,0.309,0.892,0.145,0.535,89.935,4
35kcsys4t0YZs96mwpxV3O,"6PypZhdlKno9oouYu6roMG","18 Cigarettes","Modern Fiction","Ducks Ltd.",2021-10-01,193640,12,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-08-04T19:07:24Z,"modern jangle pop",0.287,0.927,7,-5.742,1,0.0994,0.0000168,0.883,0.144,0.593,79.303,4
0ssUuvHbzmex6n2ZojDvuS,"5dpLK5cD7FwWyDKv4qbodS","Pick Apart","Pick Apart","Samantha Crain",2021-08-27,215793,32,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-08-04T19:20:35Z,"indie folk,stomp and holler",0.636,0.668,5,-5.861,1,0.0282,0.0233,0.000103,0.233,0.687,117.003,4
0TJuXhnldEi28HwBLs4UCE,"6CD0HbcaKmuVB3NHJJgSdH","Eyes Are Red (Don't Be Afraid)","Impossible Weight","Deep Sea Diver",2020-10-16,421840,0,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-08-04T20:43:17Z,"indie surf,seattle indie",0.574,0.621,10,-6.182,0,0.0304,0.00462,0.291,0.0671,0.388,140.028,4
55tY1e5lD8XK13oxMl2LeF,"2ojPjUHMgAjREvG9cBCA09","Elated","Maple","Wyatt Smith",2020-03-13,228500,33,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-08-04T21:17:11Z,"lo-fi indie",0.619,0.474,11,-10.733,1,0.0252,0.527,0.559,0.186,0.541,81.991,4
0Dg9x9026brPlhRQMy7LQz,"6Pim5E5Lm03COsjHj2aEiK","Co-op","Already, Always","Bess Atwell",2021-09-24,225040,51,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-08-04T21:17:15Z,"british singer-songwriter,modern indie folk",0.542,0.449,10,-11.941,1,0.0306,0.484,0.26,0.0836,0.241,126.874,4
1KCJ9Tulyx59MWSyKFmVL7,"3ueZVX55ehCZVl46S1YTcj","Funny Water","Perennial","vern matz",2021-07-16,203073,23,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-08-09T20:43:34Z,"connecticut indie",0.705,0.625,8,-8.385,1,0.0276,0.286,0.0155,0.109,0.892,112.821,4
0io6QNjixcLVp6XcZn6ncR,"6rnbB5fuUuCSsspvFsxIpT","Strummin'","Turning On","Cloud Nothings",2010-10-12,257746,6,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-08-18T15:44:55Z,"cleveland indie,indie punk,indie rock,lo-fi,modern power pop,noise pop,noise rock,popgaze",0.436,0.409,10,-7.254,1,0.0281,0.473,0.000657,0.164,0.57,79.984,4
6YkMJqkZNCuKhot5tgPFkV,"3yYUV3hkJit05YIUEODqgp","Sister Cities","Painted Shut","Hop Along",2015-05-04,307903,42,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-08-18T15:50:03Z,"bubblegrunge,chamber pop,indie punk,indie rock,modern power pop,philly indie",0.381,0.898,11,-6.315,1,0.0514,0.00448,0.00682,0.156,0.592,90.245,4
21cWuVIYnlEdcdrdtcsFcq,"3RBTPtXcwJncQGphGFRFJp","Hawks","Blue Heron","Jodi",2021-07-16,211383,18,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-08-18T18:46:24Z,"small room",0.818,0.195,4,-12.745,1,0.044,0.382,0.12,0.0962,0.341,111.005,4
2qmof4EZcXCjkLvqq9Moh4,"1A0MGKQWFrqBVWMuI9984t","Ferry","Bodies of Water","Moontype",2021-04-02,328838,32,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-08-18T19:07:20Z,"countrygaze",0.485,0.49,3,-9.554,1,0.0298,0.00801,0.000776,0.109,0.411,80.017,4
5VQYKYh8DAaXqqYpcMADLV,"4CH90JmQng3hi5XN2oQOaM","Undercurrent","Tides","Lunar Isles",2021-04-23,372938,22,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-08-18T20:45:47Z,"chill dream pop",0.626,0.36,5,-14.672,1,0.0328,0.185,0.845,0.108,0.561,121.015,4
0lwi3XfiXUq2yKg9vj3pOi,"3e69LorE0YSsEaYY6x9XuG","The Line","I Become A Shade","Seoul",2015-06-09,191286,29,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-08-22T23:01:47Z,"",0.507,0.872,1,-7.341,0,0.0342,0.0382,0.0422,0.224,0.264,99.979,3
5P03i4b2IOfEgF0m3h6ZAN,"41KJC6FjOhZR0wut8TO1Nl","Annie","Great Big Wild Oak","skirts",2021-07-30,67405,11,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-08-22T23:48:09Z,"lo-fi indie",0.521,0.185,3,-14.627,1,0.0263,0.932,0.222,0.165,0.334,59.986,4
3tLAhLLltRJ8jnKAyiYQ2A,"6Pled8lBAODAviS574l1Q4","Only To Live In Your Memories","Pennied Days","Night Moves",2016-03-25,265693,48,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-08-23T18:16:18Z,"indie rock",0.451,0.499,6,-6.016,1,0.0269,0.0706,0.194,0.116,0.187,108.99,4
3USTw0XqjY9L5LwDQF912R,"0VcpOwnjkQaqDeEiVa9cu5","Santa Cruz Tomorrow","Rolodex","French Cassettes",2020-12-11,169026,57,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-08-23T18:41:21Z,"",0.617,0.578,8,-10.804,0,0.0364,0.551,0.324,0.354,0.795,165.972,4
4uUycvhiDiEf0M9y4o7hcZ,"0riJKpNDw4fboGdUimavkK","Chemical Freedom","Chemical Freedom","Micra",2020-02-19,224450,0,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-08-23T19:39:01Z,"sydney indie",0.494,0.581,9,-6.178,0,0.0304,0.026,0.0982,0.18,0.229,114.971,4
2TNJMzB30nuEpww7EOx75L,"6P7H3ai06vU1sGvdpBwDmE","My Old School","Countdown To Ecstasy","Steely Dan",1973-01-01,344906,39,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-08-23T22:57:33Z,"album rock,classic rock,country rock,folk rock,mellow gold,rock,soft rock,yacht rock",0.723,0.647,7,-10.483,1,0.0567,0.257,0.000285,0.0562,0.96,125.016,4
3gTXUWpHvPT1U0nJLSpFqH,"7jefIIksOi1EazgRTfW2Pk","Wishing","Discovery","Electric Light Orchestra",1979-05-31,253506,42,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-08-23T22:57:36Z,"album rock,art rock,beatlesque,classic rock,glam rock,mellow gold,rock,soft rock,symphonic rock",0.489,0.25,11,-11.215,0,0.0272,0.732,0.00135,0.146,0.387,174.979,4
3n5iUh2Z6P7cnWins22W0F,"44NX2ffIYHr6D4n7RaZF7A","And It Stoned Me - 2013 Remaster","Moondance (Deluxe Edition)","Van Morrison",1970-02,272160,63,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-08-23T22:57:40Z,"classic rock,folk,folk rock,heartland rock,mellow gold,rock,singer-songwriter,soft rock",0.593,0.468,7,-11.165,1,0.0285,0.35,0.0000352,0.0919,0.597,75.798,4
6zqBhNJQsiv5a7gdLofSIW,"1F5NAWDKvoYJU3mEZQUFsB","La silence des cendres","Musique originale de films (Habibi Funk 003)","Ahmed Malek",2016-05-13,194000,0,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-08-24T23:09:42Z,"arab groove",0.359,0.85,0,-9.271,0,0.0408,0.048,0.00465,0.173,0.94,191.727,4
26wESeOyo8MTuEbqFBqZ1M,"12qS7lypMdpvASeNnFXtmN","On Top","Routines","Hoops",2017-05-05,225029,31,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-08-25T23:16:18Z,"chill dream pop,indie garage rock",0.41,0.899,6,-3.48,0,0.0602,0.00164,0.0736,0.146,0.314,115.513,4
1Vq5zJiO7Eq5rvJgexlIlt,"4kK9XiFmS6rlzCFIY5DzI9","Tip Pit","Avocado Galaxy","World Champion",2015-12-04,227780,39,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-08-25T23:57:38Z,"australian alternative pop",0.602,0.577,2,-7.129,1,0.0274,0.632,0.0000686,0.0949,0.812,143.232,3
3eDVM4I0FMFS6QZDIgpOEW,"0VcpOwnjkQaqDeEiVa9cu5","Utah","Rolodex","French Cassettes",2020-12-11,200000,53,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-08-26T01:18:51Z,"",0.626,0.647,11,-9.386,0,0.0339,0.498,0.0452,0.157,0.858,107.015,4
7DvvUCZQzyFu5b7vW0cM3K,"5dFUTy118iDraWRyIpaXTm,0PkYsKKstxYMM4DAxn34Ig","Gregorian Chance","Music is Dead","Nolan Potter,Nolan Potter's Nightmare Band",2021-09-24,351746,26,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-08-26T22:05:32Z,"austin rock,neo-psychedelic",0.433,0.596,2,-9.01,0,0.0425,0.285,0.0339,0.14,0.301,77.946,4
14moR256JoSCPnJrirQXYC,"1pHO6SCEw9tuRx0IVMFL0g","Concrete","Barbara","Barrie",2022-03-25,242261,35,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-08-26T22:47:56Z,"brooklyn indie,indie pop",0.495,0.465,2,-8.782,0,0.0291,0.227,0.426,0.261,0.0603,120.025,4
5FLd0SCmbuP3ZQqEt7Ew6N,"6Pled8lBAODAviS574l1Q4","Fallacy Actually","Fallacy Actually","Night Moves",2021-11-11,251573,35,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-08-26T22:52:13Z,"indie rock",0.378,0.652,5,-7.187,0,0.0412,0.384,0.239,0.129,0.199,96.465,4
3If8ea7T8uSsAl26PVzaFE,"09s6bLEw45wioK9ytf3nsA","Confirmation","Confirmation/I Turned Away","Westerman",2018-03-28,209309,42,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-08-29T17:55:28Z,"uk alternative pop",0.771,0.335,8,-12.699,1,0.0388,0.933,0.48,0.0629,0.375,121.987,4
4kJG95g177WS0WMq7yFqVX,"127gPdUYBwpTLUNdKX1MMk","Handsome","Wiggle Room","Drug Cabin",2015-04-07,147893,56,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-09-08T20:14:24Z,"baroque pop",0.75,0.44,4,-8.832,1,0.0305,0.753,0.341,0.0998,0.824,96.048,4
5xpRSf6jKzI8RqOgOyQGVW,"7HcipAIJatVGT4U6HQrnFW","Always","Fields (Deluxe Edition)","Junip",2010-09-13,219400,33,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-09-08T22:09:42Z,"chamber pop,swedish indie rock",0.459,0.752,0,-12.518,1,0.0308,0.273,0.807,0.123,0.633,95.563,4
1EXseUuDlh899KusFPAExL,"4xII91OL7Sf5ppZ5tBtLga","Songs to Stay Home To, Pt. I","Songs to Stay Home To","Josi Miller",2020-11-05,134213,0,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-09-10T03:48:58Z,"",0.46,0.495,6,-9.193,0,0.108,0.394,0.155,0.0977,0.252,93.25,4
2akRHsEkrA0OQrt0svBUnu,"2L2unNFaPbDxjg3NqzpqhJ","Why Like This?","Ardour","Teebs",2010,177162,49,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-09-16T18:38:15Z,"abstract beats,instrumental hip hop,wonky",0.655,0.685,6,-4.995,1,0.101,0.551,0.902,0.133,0.485,90.004,4
0Ljgn0GqVuvXqpeCJWSZCH,"4UHzJP2iKVf0RhKIv7ZE2l","Dreamsicle Bomb","Cobra Juicy","Black Moth Super Rainbow",2012-10-22,201307,35,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-09-16T20:34:07Z,"chillwave,experimental pop,noise pop",0.472,0.61,0,-5.434,1,0.0274,0.117,0.00549,0.122,0.601,90.079,4
1u0wqeSoKkkMoAXRba9JR5,"1ZxaNqrkTzqjsbXrCZM0qy","The All Golden Fronts","And Everything Else...","Nobody",2005-05-17,172000,4,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-09-19T20:24:23Z,"instrumental hip hop,wonky",0.657,0.8,11,-7.181,0,0.087,0.666,0.865,0.125,0.52,89.987,4
6ySmhWgyeKMuDOECXDNpjD,"1YRGQOk4Mk9EpM6nTJhXtK","Tidal Waves Uprising","Righteous Fists of Harmony","Daedelus",2010-03-22,90186,49,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-09-19T20:43:20Z,"glitch hop,intelligent dance music,wonky",0.433,0.731,8,-12.072,0,0.0487,0.789,0.71,0.157,0.733,79.592,4
2NojdaLttByzeakq6F4dBL,"0KydPQPUUoTNhmiHKOg5Er","Heart: Release","Era Extraña","Neon Indian",2011-09-13,125640,45,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-09-19T20:50:56Z,"chillwave,denton tx indie,hypnagogic pop,indietronica,neo-synthpop",0.46,0.9,8,-10.127,1,0.0565,0.000136,0.682,0.191,0.0346,98.016,4
4tjCwfQn4bUOcU5iUow6sU,"1US3cA3tVZ50O7n4xE1o0K","Benediction","Reconstruction Site","The Weakerthans",2003-08-26,208933,28,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-09-23T18:29:39Z,"canadian indie,manitoba indie",0.486,0.747,5,-7.952,1,0.0301,0.000119,0.0052,0.132,0.57,97.863,4
2tPXuksuhokCBYmAcKnx5B,"4ptJIIR10UVlGjN0VntFaK","Before We Knew","Before We Knew","Day Wave",2021-08-11,211817,29,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-09-27T21:51:09Z,"bay area indie,chill dream pop,dreamo,oakland indie",0.629,0.791,9,-4.785,1,0.0249,0.341,0.817,0.0946,0.682,90.002,4
2VTma43EBJ3oAGPkydMmeF,"19h4y2F9duQ776bv1YhQYt","Prism Through Which I Perceive","The Zug","Yves Jarvis",2022-05-13,60794,27,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-10-13T20:53:16Z,"experimental pop,montreal indie",0.402,0.667,8,-7.31,1,0.0417,0.0338,0.0000373,0.108,0.811,96.339,1
3XtVFhcbHLcENVSDyR3XLn,"09s6bLEw45wioK9ytf3nsA","Blue Comanche","Your Hero Is Not Dead","Westerman",2020-06-05,208400,34,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-10-13T21:02:31Z,"uk alternative pop",0.743,0.318,0,-9.256,0,0.0258,0.812,0.274,0.291,0.437,107.019,4
6eooWeZ10qf1hbl4OlCcG4,"47i4lPow1dIRwOb85AB6lj","Paraiso","El Dorado","Gizmo Varillas",2017-01-27,103226,58,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-10-14T01:33:43Z,"tropical alternativo",0.665,0.67,8,-11.17,0,0.0451,0.856,0.833,0.0818,0.421,107.959,4
7xZSu9FKC7bvO3fXVjN423,"32aUoW94mJ7xTJI7fG0V1G","FTA","FTA b/w Far, Far Away","Whitney",2019-11-22,147585,57,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-10-15T06:02:50Z,"chamber pop,chicago indie,countrygaze,indie rock",0.553,0.463,5,-11.76,0,0.0345,0.9,0.802,0.282,0.333,91.734,4
12homE4JpBey5cckgoepR7,"4MXUO7sVCaFgFjoTI5ox5c","To Be Alone With You","Seven Swans","Sufjan Stevens",2004-03-16,168040,63,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-10-21T17:09:08Z,"art pop,baroque pop,chamber pop,indie pop,indie rock,singer-songwriter",0.519,0.163,0,-18.131,0,0.0489,0.926,0.751,0.115,0.356,142.119,4
2iFUkhitXDt0joaOELphP7,"5P1tdwsQdI6z9MXXfmYRDS","Do Me a Favour","Flat White Moon","Field Music",2021-04-23,193817,2,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-10-30T21:25:31Z,"chamber pop,chamber psych,experimental pop,north east england indie",0.697,0.557,0,-11.179,1,0.0423,0.335,0.0252,0.0921,0.533,136.862,4
6tZetCGfhxPh5ZIKCGmaKq,"6Qm9stX6XO1a4c7BXQDDgc","The Bottom of It","Gold Past Life","Fruit Bats",2019-06-21,181400,63,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-11-13T06:59:02Z,"chamber pop,indie folk,indie rock,new americana,stomp and holler",0.631,0.625,0,-10.73,1,0.0374,0.134,0.0196,0.117,0.305,155.987,4
10v9a2P1y0bty9jM7WjA0h,"1jSaZgaKHmgc7VTgML528r","The Witness' Dull Surprise","Hysterical","Clap Your Hands Say Yeah",2011-09-09,248960,8,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-11-20T06:51:25Z,"alternative dance,brooklyn indie,chamber pop,dance-punk,indie rock,indietronica,noise pop,philly indie",0.298,0.871,7,-4.691,1,0.0562,0.00062,0.0124,0.104,0.247,137.716,4
0CnoNijMYwOXJjphF5mVeH,"1pHO6SCEw9tuRx0IVMFL0g","Chinatown","Happy To Be Here","Barrie",2019-05-03,192840,46,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-11-28T21:52:20Z,"brooklyn indie,indie pop",0.757,0.573,6,-7.738,1,0.0508,0.159,0.451,0.211,0.921,145.968,4
1bp62uAn4ETZHpMaY7W7Un,"0AL8XXRh7fUrHAMLoDv9rn","Saw a Light","Longwave","Bonny Doon",2018-03-23,328899,35,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-11-28T22:22:27Z,"detroit indie,modern folk rock,slowcore",0.496,0.288,2,-12.526,1,0.0347,0.612,0.788,0.104,0.195,117.59,4
2H88UROtghnfgt77x6G6LH,"2ATweaQe83QUQVjM8LMh7J","Before Sunrise","Where Wildness Grows","Gengahr",2018-03-09,237354,31,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-11-28T22:30:01Z,"english indie rock",0.469,0.81,2,-3.096,1,0.0365,0.202,0.163,0.135,0.408,110.808,4
2CsHZrWuCTXjxLuPonrsiE,"1DLrhgKEsP9M64oMmboEPz","O Mexico","The Lost Take","Dosh",2006-10-04,230906,15,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-11-28T22:52:36Z,"abstract hip hop,folktronica",0.562,0.705,8,-12.977,1,0.0315,0.632,0.955,0.118,0.704,100.398,4
5weaMKbpUyNejn9C5Q2mLO,"7jhLDZmwCt286VkegUD67F","Mean Maybe","Songs from the Vanished Frontier","Yellowbirds",2013-05-28,181493,32,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-12-02T20:05:50Z,"houston indie",0.575,0.601,7,-8.116,1,0.0348,0.0955,0.383,0.0778,0.234,105.508,4
7r1kDZVv5B1q6ACf7c0RmM,"5G9KNn0wPij85ybA1k2Opo","Morning, Before My Plant Dies","A Good Swim","Thalab",2017-02-22,232890,35,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-12-30T21:31:07Z,"",0.593,0.58,8,-8.3,1,0.0336,0.847,0.824,0.37,0.446,159.962,4
2U2J8Hyv1CxlAS5cJZ0ODj,"3S9sb8w9r1iojdrAL1soiU","Ithaca","The Hanging Gardens Of Beatenberg","Beatenberg",2014-01-01,289213,47,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-12-30T21:31:11Z,"cape town indie,south african alternative,south african pop",0.69,0.443,8,-10.879,1,0.21,0.102,0.751,0.234,0.569,145.85,4
4qXmBRoOU9dledLCRpXnz0,"4grFkvUAEj8IWdGDEJ2F4b","Nothing personal","Lonely Beach","Miynt",2022-05-06,271409,30,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-12-30T21:31:14Z,"",0.625,0.571,11,-9.279,1,0.0379,0.181,0.235,0.055,0.0542,119.967,4
0jHtHzXJtAbLOMeftlsYTb,"2DcAdoxP41GECOfZt2MhQL","Just A Memory","Heavy Starch","Dirty Art Club",2011-02-08,124884,37,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-12-30T21:31:27Z,"charlotte nc indie",0.53,0.885,11,-5.437,0,0.241,0.00112,0.00479,0.333,0.227,95.829,4
0ppoT7dGTnY1Y5QKC125bz,"0pkLgeB9j465x1QB2kRoy4","Be Good","Be Good","HAAi",2017-08-25,393910,42,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-12-30T21:31:38Z,"australian experimental",0.495,0.494,0,-10.541,1,0.0339,0.00314,0.583,0.116,0.286,101.211,4
64kLL3ph17UadNxM71lONX,"1DLrhgKEsP9M64oMmboEPz","Don't Wait for the Needle to Drop","Wolves and Wishes","Dosh",2008-05-06,211306,19,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2022-12-30T21:32:02Z,"abstract hip hop,folktronica",0.519,0.962,0,-8.042,1,0.043,0.434,0.922,0.291,0.69,110.764,4
1XXwItGFhOuvQmopWby2dP,"0tMnuEXTeJeHbslcV8OybJ,4eArh1v6UwBbKkjdgHCned","Pictures of You","Hiding in Plain Sight","Drugdealer,Kate Bollinger",2022-10-28,189466,25,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2023-01-18T23:36:02Z,"indie garage rock,neo-psychedelic,psychedelic pop,charlottesville indie",0.927,0.316,6,-14.604,0,0.0667,0.505,0.682,0.105,0.799,114.503,4
19EVpVBxA1A14doN3a8TTJ,"2xK3hBpuuHSxmHr96TzgDO","L-Train","How It Ends","TOLEDO",2022-09-23,227053,22,spotify:user:31lxqnmqt66cz2c2fhyevi4lriqe,2023-01-18T23:36:05Z,"brooklyn indie,chill dream pop",0.619,0.809,8,-7.471,1,0.0478,0.142,0.792,0.0927,0.917,156.022,4
